Match_ID,Match_date,team,Team_1,match_rank,short_date,h_a,xG lag 1,xG lag 2,xG lag 3,goals lag 1,goals lag 2,goals lag 3,win_rate,draw_rate,loss_rate,ppda_att,ppda_def,ppda_allowed_def,ppda_allowed_att,ppda_att_opp,ppda_def_opp,ppda_allowed_def_opp,ppda_allowed_att_opp,goals
3132,2016-12-15 00:00:00+00:00,Manchester City,Watford,196.0,2016-12-15,h,0.9737030547112226,2.2406143732368946,2.294767434708774,2.0,0.0,2.0,0.4,0.2,0.4,177.0,20.0,25.0,200.0,330.0,10.0,27.0,185.0,2.0
3133,2016-12-15 00:00:00+00:00,Stoke,Southampton,61.0,2016-12-15,h,1.2940122550353408,1.1448759529739618,0.7218233402818441,1.0,2.0,0.0,0.4,0.2,0.4,177.0,20.0,25.0,200.0,361.0,17.0,20.0,160.0,0.0
3133,2016-12-15 00:00:00+00:00,Southampton,Stoke,194.0,2016-12-15,a,1.729192391037941,0.7666250243782997,2.805618532001972,1.0,0.0,1.0,0.4,0.2,0.4,177.0,20.0,25.0,200.0,,,,,0.0
3134,2016-12-15 00:00:00+00:00,Tottenham,Hull,193.0,2016-12-15,h,0.7203405844047666,4.334624283015728,0.42256847210228443,0.0,5.0,1.0,0.4,0.2,0.4,177.0,20.0,25.0,200.0,,,,,3.0
3134,2016-12-15 00:00:00+00:00,Hull,Tottenham,23.0,2016-12-15,a,2.167880082502961,0.22133883647620678,0.42445668671280146,3.0,0.0,1.0,0.2,0.4,0.4,177.0,20.0,25.0,200.0,239.0,22.0,17.0,271.0,0.0
3135,2016-12-17 00:00:00+00:00,Chelsea,Crystal Palace,195.0,2016-12-17,a,1.224587231874466,0.5520803835242987,1.284803070127964,1.0,1.0,3.0,1.0,0.0,0.0,275.0,24.0,27.0,164.0,177.0,20.0,25.0,200.0,1.0
3135,2016-12-17 00:00:00+00:00,Crystal Palace,Chelsea,194.0,2016-12-17,h,0.7103237099945545,1.5005915788933635,2.200730374082923,1.0,3.0,3.0,0.2,0.2,0.6,275.0,24.0,27.0,164.0,306.0,21.0,21.0,121.0,0.0
3136,2016-12-17 00:00:00+00:00,Middlesbrough,Swansea,22.0,2016-12-17,h,0.16158333513885736,0.5317490845918655,1.9506408460438251,0.0,0.0,1.0,0.2,0.2,0.6,275.0,24.0,27.0,164.0,342.0,20.0,17.0,66.0,3.0
3136,2016-12-17 00:00:00+00:00,Swansea,Middlesbrough,60.0,2016-12-17,a,1.187759168446064,2.1818505441769958,0.03421090915799141,1.0,3.0,0.0,0.4,0.2,0.4,275.0,24.0,27.0,164.0,,,,,0.0
3137,2016-12-17 00:00:00+00:00,Hull,West Ham,22.0,2016-12-17,a,0.5845221411436796,2.167880082502961,0.22133883647620678,0.0,3.0,0.0,0.0,0.4,0.6,275.0,24.0,27.0,164.0,133.0,17.0,26.0,183.0,0.0
3137,2016-12-17 00:00:00+00:00,West Ham,Hull,194.0,2016-12-17,h,2.3529507983475924,0.6499795475974679,0.9062809571623802,1.0,2.0,1.0,0.2,0.4,0.4,275.0,24.0,27.0,164.0,,,,,1.0
3138,2016-12-17 00:00:00+00:00,Stoke,Leicester,60.0,2016-12-17,h,0.33375412970781326,1.2940122550353408,1.1448759529739618,0.0,1.0,2.0,0.4,0.2,0.4,275.0,24.0,27.0,164.0,361.0,17.0,20.0,160.0,2.0
3138,2016-12-17 00:00:00+00:00,Leicester,Stoke,192.0,2016-12-17,a,1.6750995311886072,2.6058302614837885,1.1541599528864026,0.0,4.0,1.0,0.2,0.2,0.6,275.0,24.0,27.0,164.0,,,,,2.0
3139,2016-12-17 00:00:00+00:00,Watford,Sunderland,154.0,2016-12-17,a,0.49746222514659166,1.4927101992070675,1.4871565755456686,0.0,3.0,1.0,0.4,0.0,0.6,275.0,24.0,27.0,164.0,,,,,0.0
3139,2016-12-17 00:00:00+00:00,Sunderland,Watford,22.0,2016-12-17,h,0.47397884353995323,0.6732577886432409,1.4414354152977467,0.0,0.0,1.0,0.4,0.0,0.6,275.0,24.0,27.0,164.0,361.0,17.0,20.0,160.0,1.0
314,2016-02-02 00:00:00+00:00,Manchester City,Sunderland,226.0,2016-02-02,a,1.731815192848444,1.7421504203230143,1.4495721701532602,2.0,4.0,0.0,0.4,0.6,0.0,132.0,24.0,19.0,179.0,,,,,1.0
314,2016-02-02 00:00:00+00:00,Sunderland,Manchester City,53.0,2016-02-02,h,0.6154789933934808,0.617306288331747,2.5250589419156313,1.0,1.0,3.0,0.4,0.2,0.4,132.0,24.0,19.0,179.0,161.0,23.0,22.0,164.0,0.0
3140,2016-12-17 00:00:00+00:00,Manchester United,West Bromwich Albion,193.0,2016-12-17,a,1.2730648294091225,1.0499993367120624,0.5412992462515831,2.0,1.0,1.0,0.4,0.6,0.0,275.0,24.0,27.0,164.0,,,,,2.0
3140,2016-12-17 00:00:00+00:00,West Bromwich Albion,Manchester United,98.0,2016-12-17,h,1.782677561044693,0.21257427334785461,1.1773677244782448,3.0,0.0,3.0,0.6,0.2,0.2,275.0,24.0,27.0,164.0,249.0,15.0,9.0,217.0,0.0
3141,2016-12-18 00:00:00+00:00,Southampton,Bournemouth,193.0,2016-12-18,a,0.7231138255447149,1.729192391037941,0.7666250243782997,0.0,1.0,0.0,0.4,0.4,0.2,275.0,24.0,27.0,164.0,,,,,3.0
